school,major,degree,post_grad_earnings
South University-Richmond,Information Science/Studies.,Bachelor's Degree,67229.0
South University-Richmond,Information Science/Studies.,Master's Degree,88529.0
South University-Virginia Beach,Information Science/Studies.,Bachelor's Degree,67229.0
South University-Virginia Beach,Information Science/Studies.,Master's Degree,88529.0
Future-Tech Institute,Computer Programming.,Undergraduate Certificate or Diploma,25317.0
Herzing University-Kenosha,Computer Programming.,Bachelor's Degree,82894.0
Herzing University-Kenosha,Computer Systems Networking and Telecommunications.,Undergraduate Certificate or Diploma,53940.0
Herzing University-Kenosha,Computer Systems Networking and Telecommunications.,Associate's Degree,50860.0
Herzing University-Kenosha,Computer/Information Technology Administration and Management.,Bachelor's Degree,70181.0
Herzing University-Brookfield,Computer Programming.,Bachelor's Degree,82894.0
Herzing University-Brookfield,Computer Systems Networking and Telecommunications.,Undergraduate Certificate or Diploma,53940.0
Herzing University-Brookfield,Computer Systems Networking and Telecommunications.,Associate's Degree,50860.0
Herzing University-Brookfield,Computer/Information Technology Administration and Management.,Bachelor's Degree,70181.0
Fortis Institute,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,40699.0
Southern Careers Institute-Brownsville,Computer/Information Technology Administration and Management.,Undergraduate Certificate or Diploma,31668.0
Strayer University-Global Region,"Computer and Information Sciences, General.",Bachelor's Degree,83581.0
Strayer University-Global Region,Information Science/Studies.,Bachelor's Degree,87437.0
Strayer University-Global Region,Information Science/Studies.,Master's Degree,94667.0
Strayer University-Global Region,Computer/Information Technology Administration and Management.,Associate's Degree,58656.0
Fortis College-Columbia,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,43961.0
Johnson & Wales University-Online,Computer Software and Media Applications.,Bachelor's Degree,48127.0
Miller-Motte College-Augusta,Computer/Information Technology Administration and Management.,Associate's Degree,51570.0
Stevens-Henager College,Computer Programming.,Bachelor's Degree,37690.0
American Trade School,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,52105.0
Northeast Technical Institute,Computer Engineering Technologies/Technicians.,Undergraduate Certificate or Diploma,56386.0
Northeast Technical Institute,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,51990.0
University of Connecticut-Hartford Campus,"Computer and Information Sciences, General.",Bachelor's Degree,122606.0
University of Connecticut-Hartford Campus,Computer Science.,Bachelor's Degree,128072.0
University of Connecticut-Hartford Campus,Computer Engineering.,Bachelor's Degree,108654.0
Independence University,Computer Programming.,Bachelor's Degree,37690.0
Independence University,Computer Software and Media Applications.,Bachelor's Degree,38129.0
New England Tractor Trailer Training School of Massachusetts,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,54024.0
California College San Diego-CollegeAmerica-Phoenix,Computer Science.,Associate's Degree,44062.0
California College San Diego-CollegeAmerica-Phoenix,Computer Science.,Bachelor's Degree,63075.0
Fortis Institute-Lawrenceville,Electrical/Electronics Maintenance and Repair Technology.,Undergraduate Certificate or Diploma,47093.0
Fortis Institute-Lawrenceville,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,46888.0
Miller-Motte College-Macon,Computer/Information Technology Administration and Management.,Associate's Degree,51570.0
South University-Savannah Online,Information Science/Studies.,Bachelor's Degree,67229.0
South University-Savannah Online,Information Science/Studies.,Master's Degree,88529.0
San Joaquin Valley College-Temecula,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,67788.0
San Joaquin Valley College-Temecula,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Associate's Degree,50235.0
Colorado State University Global,"Computer and Information Sciences, General.",Bachelor's Degree,98895.0
Colorado State University Global,Management Information Systems and Services.,Bachelor's Degree,109460.0
Colorado State University Global,Management Information Systems and Services.,Master's Degree,109856.0
Stevens-Henager College,Computer Science.,Associate's Degree,41014.0
California College San Diego,Computer Science.,Associate's Degree,44062.0
California College San Diego,Computer Science.,Bachelor's Degree,63075.0
MyComputerCareer at Raleigh,"Computer and Information Sciences, General.",Undergraduate Certificate or Diploma,54662.0
MyComputerCareer at Raleigh,Computer Systems Networking and Telecommunications.,Undergraduate Certificate or Diploma,52959.0
MyComputerCareer at Raleigh,Computer/Information Technology Administration and Management.,Undergraduate Certificate or Diploma,63201.0
South University-Austin,Information Science/Studies.,Bachelor's Degree,67229.0
South University-Austin,Information Science/Studies.,Master's Degree,88529.0
Bryant & Stratton College-Online,Computer/Information Technology Administration and Management.,Associate's Degree,43408.0
Florida Institute of Technology-Online,Information Science/Studies.,Bachelor's Degree,104378.0
Florida Institute of Technology-Online,Management Information Systems and Services.,Master's Degree,86838.0
Rasmussen University-Kansas,Computer Systems Analysis.,Bachelor's Degree,86346.0
Rasmussen University-Kansas,Computer Science.,Bachelor's Degree,72149.0
Rasmussen University-Kansas,Computer/Information Technology Administration and Management.,Bachelor's Degree,76447.0
Rasmussen University-Kansas,Computer Engineering.,Associate's Degree,72251.0
Rasmussen University-Kansas,Management Information Systems and Services.,Associate's Degree,53071.0
CyberTex Institute of Technology,Computer Systems Networking and Telecommunications.,Undergraduate Certificate or Diploma,44297.0
San Joaquin Valley College-Lancaster,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,67788.0
San Joaquin Valley College-Lancaster,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Associate's Degree,50235.0
InterCoast Colleges-Fairfield,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,45750.0
Southern Careers Institute-San Antonio,Computer/Information Technology Administration and Management.,Undergraduate Certificate or Diploma,31668.0
Augusta University,"Computer and Information Sciences, General.",Bachelor's Degree,81385.0
Augusta University,Medical Illustration and Informatics.,Master's Degree,74353.0
Augusta University,Management Information Systems and Services.,Bachelor's Degree,72559.0
Middle Georgia State University,"Computer and Information Sciences, General.",Bachelor's Degree,72023.0
Academy of Interactive Entertainment,Computer Software and Media Applications.,Undergraduate Certificate or Diploma,38714.0
National American University-Georgetown,"Computer and Information Sciences, General.",Bachelor's Degree,63521.0
National American University-Georgetown,Computer/Information Technology Administration and Management.,Associate's Degree,51603.0
DeVry College of New York,Computer Systems Analysis.,Bachelor's Degree,74585.0
DeVry College of New York,Computer Systems Networking and Telecommunications.,Associate's Degree,57157.0
DeVry College of New York,Computer Systems Networking and Telecommunications.,Bachelor's Degree,73315.0
DeVry College of New York,Computer Systems Networking and Telecommunications.,Graduate/Professional Certificate,86388.0
DeVry College of New York,Computer Engineering Technologies/Technicians.,Bachelor's Degree,81090.0
DeVry College of New York,Management Information Systems and Services.,Master's Degree,91674.0
DeVry University-Arizona,Computer Systems Analysis.,Bachelor's Degree,74585.0
DeVry University-Arizona,Computer Software and Media Applications.,Associate's Degree,34869.0
DeVry University-Arizona,Computer Software and Media Applications.,Bachelor's Degree,44884.0
DeVry University-Arizona,Computer Systems Networking and Telecommunications.,Associate's Degree,57157.0
DeVry University-Arizona,Computer Systems Networking and Telecommunications.,Bachelor's Degree,73315.0
DeVry University-Arizona,Computer Systems Networking and Telecommunications.,Master's Degree,94974.0
DeVry University-Arizona,Computer Systems Networking and Telecommunications.,Graduate/Professional Certificate,86388.0
DeVry University-Arizona,Computer Engineering.,Bachelor's Degree,61152.0
DeVry University-Arizona,Computer Engineering Technologies/Technicians.,Bachelor's Degree,81090.0
DeVry University-Arizona,Management Information Systems and Services.,Master's Degree,91674.0
DeVry University-Arizona,Management Information Systems and Services.,Graduate/Professional Certificate,87039.0
DeVry University-California,Computer Systems Analysis.,Bachelor's Degree,74585.0
DeVry University-California,Computer Software and Media Applications.,Associate's Degree,34869.0
DeVry University-California,Computer Software and Media Applications.,Bachelor's Degree,44884.0
DeVry University-California,Computer Systems Networking and Telecommunications.,Associate's Degree,57157.0
DeVry University-California,Computer Systems Networking and Telecommunications.,Bachelor's Degree,73315.0
DeVry University-California,Computer Systems Networking and Telecommunications.,Master's Degree,94974.0
DeVry University-California,Computer Systems Networking and Telecommunications.,Graduate/Professional Certificate,86388.0
DeVry University-California,Computer Engineering.,Bachelor's Degree,61152.0
DeVry University-California,Computer Engineering Technologies/Technicians.,Bachelor's Degree,81090.0
DeVry University-California,Management Information Systems and Services.,Master's Degree,91674.0
DeVry University-California,Management Information Systems and Services.,Graduate/Professional Certificate,87039.0
DeVry University-Colorado,Computer Systems Analysis.,Bachelor's Degree,74585.0
DeVry University-Colorado,Computer Software and Media Applications.,Associate's Degree,34869.0
DeVry University-Colorado,Computer Software and Media Applications.,Bachelor's Degree,44884.0
DeVry University-Colorado,Computer Systems Networking and Telecommunications.,Associate's Degree,57157.0
DeVry University-Colorado,Computer Systems Networking and Telecommunications.,Bachelor's Degree,73315.0
DeVry University-Colorado,Computer Systems Networking and Telecommunications.,Master's Degree,94974.0
DeVry University-Colorado,Computer Engineering Technologies/Technicians.,Bachelor's Degree,81090.0
DeVry University-Colorado,Management Information Systems and Services.,Master's Degree,91674.0
DeVry University-Colorado,Management Information Systems and Services.,Graduate/Professional Certificate,87039.0
DeVry University-Florida,Computer Systems Analysis.,Bachelor's Degree,74585.0
DeVry University-Florida,Computer Software and Media Applications.,Associate's Degree,34869.0
DeVry University-Florida,Computer Software and Media Applications.,Bachelor's Degree,44884.0
DeVry University-Florida,Computer Systems Networking and Telecommunications.,Associate's Degree,57157.0
DeVry University-Florida,Computer Systems Networking and Telecommunications.,Bachelor's Degree,73315.0
DeVry University-Florida,Computer Systems Networking and Telecommunications.,Master's Degree,94974.0
DeVry University-Florida,Computer Systems Networking and Telecommunications.,Graduate/Professional Certificate,86388.0
DeVry University-Florida,Computer Engineering.,Bachelor's Degree,61152.0
DeVry University-Florida,Computer Engineering Technologies/Technicians.,Bachelor's Degree,81090.0
DeVry University-Florida,Management Information Systems and Services.,Master's Degree,91674.0
DeVry University-Florida,Management Information Systems and Services.,Graduate/Professional Certificate,87039.0
DeVry University-Georgia,Computer Systems Analysis.,Bachelor's Degree,74585.0
DeVry University-Georgia,Computer Software and Media Applications.,Associate's Degree,34869.0
DeVry University-Georgia,Computer Software and Media Applications.,Bachelor's Degree,44884.0
DeVry University-Georgia,Computer Systems Networking and Telecommunications.,Associate's Degree,57157.0
DeVry University-Georgia,Computer Systems Networking and Telecommunications.,Bachelor's Degree,73315.0
DeVry University-Georgia,Computer Systems Networking and Telecommunications.,Master's Degree,94974.0
DeVry University-Georgia,Computer Systems Networking and Telecommunications.,Graduate/Professional Certificate,86388.0
DeVry University-Georgia,Computer Engineering.,Bachelor's Degree,61152.0
DeVry University-Georgia,Computer Engineering Technologies/Technicians.,Bachelor's Degree,81090.0
DeVry University-Georgia,Management Information Systems and Services.,Master's Degree,91674.0
DeVry University-Georgia,Management Information Systems and Services.,Graduate/Professional Certificate,87039.0
DeVry University-Illinois,Computer Systems Analysis.,Bachelor's Degree,74585.0
DeVry University-Illinois,Computer Software and Media Applications.,Associate's Degree,34869.0
DeVry University-Illinois,Computer Software and Media Applications.,Bachelor's Degree,44884.0
DeVry University-Illinois,Computer Systems Networking and Telecommunications.,Associate's Degree,57157.0
DeVry University-Illinois,Computer Systems Networking and Telecommunications.,Bachelor's Degree,73315.0
DeVry University-Illinois,Computer Systems Networking and Telecommunications.,Master's Degree,94974.0
DeVry University-Illinois,Computer Systems Networking and Telecommunications.,Graduate/Professional Certificate,86388.0
DeVry University-Illinois,Computer Engineering.,Bachelor's Degree,61152.0
DeVry University-Illinois,Computer Engineering Technologies/Technicians.,Bachelor's Degree,81090.0
DeVry University-Illinois,Management Information Systems and Services.,Master's Degree,91674.0
DeVry University-Illinois,Management Information Systems and Services.,Graduate/Professional Certificate,87039.0
DeVry University-Indiana,Computer Systems Analysis.,Bachelor's Degree,74585.0
DeVry University-Indiana,Computer Software and Media Applications.,Associate's Degree,34869.0
DeVry University-Indiana,Computer Software and Media Applications.,Bachelor's Degree,44884.0
DeVry University-Indiana,Computer Systems Networking and Telecommunications.,Master's Degree,94974.0
DeVry University-Indiana,Management Information Systems and Services.,Master's Degree,91674.0
DeVry University-Missouri,Computer Systems Analysis.,Bachelor's Degree,74585.0
DeVry University-Missouri,Computer Software and Media Applications.,Associate's Degree,34869.0
DeVry University-Missouri,Computer Software and Media Applications.,Bachelor's Degree,44884.0
DeVry University-Missouri,Computer Systems Networking and Telecommunications.,Associate's Degree,57157.0
DeVry University-Missouri,Computer Systems Networking and Telecommunications.,Bachelor's Degree,73315.0
DeVry University-Missouri,Computer Systems Networking and Telecommunications.,Master's Degree,94974.0
DeVry University-Missouri,Computer Engineering Technologies/Technicians.,Bachelor's Degree,81090.0
DeVry University-Missouri,Management Information Systems and Services.,Master's Degree,91674.0
DeVry University-Missouri,Management Information Systems and Services.,Graduate/Professional Certificate,87039.0
DeVry University-Nevada,Computer Systems Analysis.,Bachelor's Degree,74585.0
DeVry University-Nevada,Computer Systems Networking and Telecommunications.,Associate's Degree,57157.0
DeVry University-Nevada,Computer Systems Networking and Telecommunications.,Bachelor's Degree,73315.0
DeVry University-Nevada,Computer Systems Networking and Telecommunications.,Master's Degree,94974.0
DeVry University-Nevada,Management Information Systems and Services.,Master's Degree,91674.0
DeVry University-New Jersey,Computer Systems Analysis.,Bachelor's Degree,74585.0
DeVry University-New Jersey,Computer Software and Media Applications.,Associate's Degree,34869.0
DeVry University-New Jersey,Computer Software and Media Applications.,Bachelor's Degree,44884.0
DeVry University-New Jersey,Computer Systems Networking and Telecommunications.,Associate's Degree,57157.0
DeVry University-New Jersey,Computer Systems Networking and Telecommunications.,Bachelor's Degree,73315.0
DeVry University-North Carolina,Computer Systems Analysis.,Bachelor's Degree,74585.0
DeVry University-North Carolina,Computer Systems Networking and Telecommunications.,Associate's Degree,57157.0
DeVry University-North Carolina,Computer Systems Networking and Telecommunications.,Bachelor's Degree,73315.0
DeVry University-North Carolina,Management Information Systems and Services.,Master's Degree,91674.0
DeVry University-Ohio,Computer Systems Analysis.,Bachelor's Degree,74585.0
DeVry University-Ohio,Computer Software and Media Applications.,Associate's Degree,34869.0
DeVry University-Ohio,Computer Software and Media Applications.,Bachelor's Degree,44884.0
DeVry University-Ohio,Computer Systems Networking and Telecommunications.,Associate's Degree,57157.0
DeVry University-Ohio,Computer Systems Networking and Telecommunications.,Bachelor's Degree,73315.0
DeVry University-Ohio,Computer Systems Networking and Telecommunications.,Master's Degree,94974.0
DeVry University-Ohio,Computer Systems Networking and Telecommunications.,Graduate/Professional Certificate,86388.0
DeVry University-Ohio,Computer Engineering.,Bachelor's Degree,61152.0
DeVry University-Ohio,Computer Engineering Technologies/Technicians.,Bachelor's Degree,81090.0
DeVry University-Ohio,Management Information Systems and Services.,Master's Degree,91674.0
DeVry University-Ohio,Management Information Systems and Services.,Graduate/Professional Certificate,87039.0
DeVry University-Pennsylvania,Computer Systems Analysis.,Bachelor's Degree,74585.0
DeVry University-Pennsylvania,Computer Software and Media Applications.,Associate's Degree,34869.0
DeVry University-Pennsylvania,Computer Software and Media Applications.,Bachelor's Degree,44884.0
DeVry University-Pennsylvania,Computer Systems Networking and Telecommunications.,Associate's Degree,57157.0
DeVry University-Pennsylvania,Computer Systems Networking and Telecommunications.,Bachelor's Degree,73315.0
DeVry University-Pennsylvania,Computer Systems Networking and Telecommunications.,Master's Degree,94974.0
DeVry University-Pennsylvania,Computer Systems Networking and Telecommunications.,Graduate/Professional Certificate,86388.0
DeVry University-Pennsylvania,Computer Engineering.,Bachelor's Degree,61152.0
DeVry University-Pennsylvania,Computer Engineering Technologies/Technicians.,Bachelor's Degree,81090.0
DeVry University-Pennsylvania,Management Information Systems and Services.,Master's Degree,91674.0
DeVry University-Tennessee,Computer Systems Analysis.,Bachelor's Degree,74585.0
DeVry University-Tennessee,Computer Software and Media Applications.,Associate's Degree,34869.0
DeVry University-Tennessee,Computer Software and Media Applications.,Bachelor's Degree,44884.0
DeVry University-Tennessee,Computer Systems Networking and Telecommunications.,Associate's Degree,57157.0
DeVry University-Tennessee,Computer Systems Networking and Telecommunications.,Bachelor's Degree,73315.0
DeVry University-Tennessee,Management Information Systems and Services.,Master's Degree,91674.0
DeVry University-Texas,Computer Systems Analysis.,Bachelor's Degree,74585.0
DeVry University-Texas,Computer Software and Media Applications.,Associate's Degree,34869.0
DeVry University-Texas,Computer Software and Media Applications.,Bachelor's Degree,44884.0
DeVry University-Texas,Computer Systems Networking and Telecommunications.,Associate's Degree,57157.0
DeVry University-Texas,Computer Systems Networking and Telecommunications.,Bachelor's Degree,73315.0
DeVry University-Texas,Computer Systems Networking and Telecommunications.,Graduate/Professional Certificate,86388.0
DeVry University-Texas,Computer Engineering.,Bachelor's Degree,61152.0
DeVry University-Texas,Computer Engineering Technologies/Technicians.,Bachelor's Degree,81090.0
DeVry University-Texas,Management Information Systems and Services.,Master's Degree,91674.0
DeVry University-Virginia,Computer Systems Analysis.,Bachelor's Degree,74585.0
DeVry University-Virginia,Computer Software and Media Applications.,Associate's Degree,34869.0
DeVry University-Virginia,Computer Software and Media Applications.,Bachelor's Degree,44884.0
DeVry University-Virginia,Computer Systems Networking and Telecommunications.,Associate's Degree,57157.0
DeVry University-Virginia,Computer Systems Networking and Telecommunications.,Bachelor's Degree,73315.0
DeVry University-Virginia,Computer Systems Networking and Telecommunications.,Master's Degree,94974.0
DeVry University-Virginia,Computer Systems Networking and Telecommunications.,Graduate/Professional Certificate,86388.0
DeVry University-Virginia,Computer Engineering.,Bachelor's Degree,61152.0
DeVry University-Virginia,Computer Engineering Technologies/Technicians.,Bachelor's Degree,81090.0
DeVry University-Virginia,Management Information Systems and Services.,Master's Degree,91674.0
DeVry University-Virginia,Management Information Systems and Services.,Graduate/Professional Certificate,87039.0
University of North Georgia,"Computer and Information Sciences, General.",Bachelor's Degree,83220.0
Northeastern University Professional Programs,"Computer and Information Sciences, General.",Bachelor's Degree,149127.0
Northeastern University Professional Programs,Information Science/Studies.,Master's Degree,139677.0
Northeastern University Professional Programs,Biotechnology.,Master's Degree,156570.0
Northeastern University Professional Programs,Medical Illustration and Informatics.,Master's Degree,112151.0
Texas A&M University-Central Texas,"Computer and Information Sciences, General.",Bachelor's Degree,54429.0
Central Georgia Technical College,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,55342.0
Arizona State University Digital Immersion,"Computer and Information Sciences, General.",Bachelor's Degree,97416.0
Arizona State University Digital Immersion,Computer Science.,Master's Degree,139405.0
Arizona State University Digital Immersion,Computer Engineering.,Bachelor's Degree,113500.0
Louisiana Delta Community College,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,39820.0
California Technical Academy,Computer Systems Analysis.,Undergraduate Certificate or Diploma,54633.0
Dorsey College-Dearborn,Electrical/Electronics Maintenance and Repair Technology.,Undergraduate Certificate or Diploma,40230.0
University of Florida-Online,"Computer and Information Sciences, General.",Bachelor's Degree,128097.0
University of Phoenix-Arizona,"Computer and Information Sciences, General.",Associate's Degree,52277.0
University of Phoenix-Arizona,"Computer and Information Sciences, General.",Bachelor's Degree,82540.0
University of Phoenix-Arizona,"Computer and Information Sciences, General.",Master's Degree,69949.0
University of Phoenix-Arizona,"Computer and Information Sciences, General.",Graduate/Professional Certificate,77292.0
University of Phoenix-Arizona,Computer Programming.,Undergraduate Certificate or Diploma,90303.0
University of Phoenix-Arizona,Computer Programming.,Associate's Degree,50430.0
University of Phoenix-Arizona,Computer Programming.,Bachelor's Degree,77496.0
University of Phoenix-Arizona,Computer Systems Analysis.,Bachelor's Degree,74529.0
University of Phoenix-Arizona,Computer Software and Media Applications.,Undergraduate Certificate or Diploma,52765.0
University of Phoenix-Arizona,Computer Software and Media Applications.,Associate's Degree,85919.0
University of Phoenix-Arizona,Computer Software and Media Applications.,Bachelor's Degree,66235.0
University of Phoenix-Arizona,Computer Systems Networking and Telecommunications.,Bachelor's Degree,68866.0
University of Phoenix-Arizona,Computer/Information Technology Administration and Management.,Undergraduate Certificate or Diploma,58644.0
University of Phoenix-Arizona,Computer/Information Technology Administration and Management.,Associate's Degree,50678.0
University of Phoenix-Arizona,Computer/Information Technology Administration and Management.,Bachelor's Degree,69636.0
University of Phoenix-Arizona,Management Information Systems and Services.,Master's Degree,84692.0
University of Phoenix-Arizona,Management Information Systems and Services.,Doctoral Degree,150717.0
University of Phoenix-California,"Computer and Information Sciences, General.",Bachelor's Degree,82540.0
University of Phoenix-California,Computer Programming.,Undergraduate Certificate or Diploma,90303.0
University of Phoenix-California,Computer Programming.,Bachelor's Degree,77496.0
University of Phoenix-California,Computer Systems Analysis.,Bachelor's Degree,74529.0
University of Phoenix-California,Computer Software and Media Applications.,Bachelor's Degree,66235.0
University of Phoenix-California,Computer/Information Technology Administration and Management.,Undergraduate Certificate or Diploma,58644.0
University of Phoenix-California,Computer/Information Technology Administration and Management.,Bachelor's Degree,69636.0
University of Phoenix-California,Management Information Systems and Services.,Master's Degree,84692.0
University of Phoenix-Florida,"Computer and Information Sciences, General.",Bachelor's Degree,82540.0
University of Phoenix-Florida,Computer/Information Technology Administration and Management.,Undergraduate Certificate or Diploma,58644.0
University of Phoenix-Florida,Computer/Information Technology Administration and Management.,Bachelor's Degree,69636.0
University of Phoenix-Nevada,"Computer and Information Sciences, General.",Bachelor's Degree,82540.0
University of Phoenix-Nevada,Computer Systems Networking and Telecommunications.,Bachelor's Degree,68866.0
University of Phoenix-Nevada,Computer/Information Technology Administration and Management.,Undergraduate Certificate or Diploma,58644.0
University of Phoenix-Nevada,Computer/Information Technology Administration and Management.,Bachelor's Degree,69636.0
University of Phoenix-Texas,"Computer and Information Sciences, General.",Bachelor's Degree,82540.0
University of Phoenix-Texas,Computer Programming.,Bachelor's Degree,77496.0
University of Phoenix-Texas,Computer Software and Media Applications.,Bachelor's Degree,66235.0
University of Phoenix-Texas,Computer/Information Technology Administration and Management.,Undergraduate Certificate or Diploma,58644.0
University of Phoenix-Texas,Computer/Information Technology Administration and Management.,Bachelor's Degree,69636.0
Georgia Military College,"Computer and Information Sciences, General.",Associate's Degree,50558.0
California College San Diego,Computer Science.,Associate's Degree,44062.0
California College San Diego,Computer Science.,Bachelor's Degree,63075.0
Coastal Pines Technical College,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,47651.0
Kennesaw State University,"Computer and Information Sciences, General.",Bachelor's Degree,96325.0
Kennesaw State University,"Computer and Information Sciences, General.",Master's Degree,98191.0
Kennesaw State University,Computer Programming.,Bachelor's Degree,70704.0
Kennesaw State University,Information Science/Studies.,Bachelor's Degree,83632.0
Kennesaw State University,Computer Science.,Bachelor's Degree,106400.0
Kennesaw State University,Computer/Information Technology Administration and Management.,Bachelor's Degree,106304.0
Kennesaw State University,Computer Engineering.,Bachelor's Degree,99785.0
Kennesaw State University,"Engineering Technology, General.",Bachelor's Degree,89552.0
Kennesaw State University,Computer Engineering Technologies/Technicians.,Bachelor's Degree,85792.0
Southern Regional Technical College,Computer/Information Technology Administration and Management.,Associate's Degree,47296.0
University of Arizona-Sierra Vista,"Computer and Information Sciences, General.",Bachelor's Degree,86506.0
University of Arizona-Sierra Vista,Computer Science.,Bachelor's Degree,115435.0
Fortis College-Cuyahoga Falls,Computer/Information Technology Administration and Management.,Associate's Degree,39971.0
Fortis College-Cuyahoga Falls,Electrical/Electronics Maintenance and Repair Technology.,Undergraduate Certificate or Diploma,36815.0
Fortis College-Cuyahoga Falls,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,41984.0
Texas State Technical College,Computer Programming.,Associate's Degree,41898.0
Texas State Technical College,Computer Systems Networking and Telecommunications.,Associate's Degree,42357.0
Texas State Technical College,Computer/Information Technology Administration and Management.,Associate's Degree,50218.0
Texas State Technical College,Computer Engineering Technologies/Technicians.,Associate's Degree,37816.0
Texas State Technical College,Electrical/Electronics Maintenance and Repair Technology.,Associate's Degree,35246.0
Florida Career College-Pembroke Pines,"Computer and Information Sciences, General.",Associate's Degree,37126.0
Florida Career College-Pembroke Pines,Computer Engineering Technologies/Technicians.,Undergraduate Certificate or Diploma,32650.0
Florida Career College-Pembroke Pines,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,36682.0
Florida Career College-West Palm Beach,"Computer and Information Sciences, General.",Associate's Degree,37126.0
Florida Career College-West Palm Beach,Computer Engineering Technologies/Technicians.,Undergraduate Certificate or Diploma,32650.0
Florida Career College-West Palm Beach,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,36682.0
Florida Career College-Hialeah,"Computer and Information Sciences, General.",Associate's Degree,37126.0
Florida Career College-Hialeah,Computer Engineering Technologies/Technicians.,Undergraduate Certificate or Diploma,32650.0
Florida Career College-Hialeah,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,36682.0
Florida Career College-Lauderdale Lakes,"Computer and Information Sciences, General.",Associate's Degree,37126.0
Florida Career College-Lauderdale Lakes,Computer Engineering Technologies/Technicians.,Undergraduate Certificate or Diploma,32650.0
Florida Career College-Lauderdale Lakes,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,36682.0
Florida Career College-Tampa,"Computer and Information Sciences, General.",Associate's Degree,37126.0
Florida Career College-Tampa,Computer Engineering Technologies/Technicians.,Undergraduate Certificate or Diploma,32650.0
Florida Career College-Tampa,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,36682.0
Florida Career College-Jacksonville,"Computer and Information Sciences, General.",Associate's Degree,37126.0
Florida Career College-Jacksonville,Computer Engineering Technologies/Technicians.,Undergraduate Certificate or Diploma,32650.0
Florida Career College-Jacksonville,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,36682.0
Florida Career College-Boynton Beach,"Computer and Information Sciences, General.",Associate's Degree,37126.0
Florida Career College-Boynton Beach,Computer Engineering Technologies/Technicians.,Undergraduate Certificate or Diploma,32650.0
Florida Career College-Boynton Beach,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,36682.0
Florida Career College-Margate,"Computer and Information Sciences, General.",Associate's Degree,37126.0
Florida Career College-Margate,Computer Engineering Technologies/Technicians.,Undergraduate Certificate or Diploma,32650.0
Florida Career College-Margate,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,36682.0
